Air Flow,Bearing Type,Color,Features,Kind,LED Color,Link,Manufacturer,Model,Name,Noise Level,Part #,Prices,RPM,Size,Static Pressure,avg,short_link,fan_size,air_flow,max_flow,min_flow,rpm,rpm_min,rpm_max,noise,has_LED,static_pressure
82.1 CFM,UFB (Updraft Floating Balance),Black/White,"4 BLUE LEDs<br/>Blade Geometry: Nine Colored Blades with MVB(Maelström Vortex Booster) Design<br/>Static Pressure: 1.33mm H2O<br/>Input Current: 0.14 A<br/>Rate Voltage: DC 12V<br/>Input Power: 1.8 W<br/>MTBF: &gt;150,000 h<br/>Cable Length: 500mm<br/>LED ON/OFF Cable: 500mm",Case Fan,Blue,/product/Grdqqs/phanteks-case-fan-phf140spbkbled,Phanteks,,Phanteks PH-F140SP_BK_BLED 82.1 CFM  140mm Fan,19.0 dbA,PH-F140SP_BK_BLED,"[16.99, 19.89, 13.59]",1200 RPM,140mm,1.33 mm/H2O,16.8233333333,phanteks-case-fan-phf140spbkbled,140.0,82.1 ,82.1 ,82.1,1200 ,1200.0,1200.0,19.0,Yes,1.33
57.5 CFM,HDB (Hydro Dynamic),Black,"Super silent 12cm fan with S-FLOW blades supplying 30% more airflow than a standard fan at the same speed. The greater performance combined with PWM automatic speed control allows the fan noise to be kept to a minimum<br/>Max static air pressure: 2.64 mm H2O<br/>Voltage rating: 12V DC<br/>Fan life expectancy: 50,000 hours",Case Fan,,/product/qKvRsY/rosewill-case-fan-rocf11004,Rosewill,Hyperborea,Rosewill Hyperborea 57.5 CFM  120mm Fan,6.9 - 16.1 dbA,ROCF-11004,"[13.69, 14.99, 14.99]",600 - 1300 RPM,120mm,2.64 mm/H2O,14.5566666667,rosewill-case-fan-rocf11004,120.0,57.5 ,57.5 ,57.5,600 - 1300 ,600.0,1300.0,16.1,No,2.64
16.6 - 82.1 CFM,,Yellow/Black,,Case Fan,,/product/q34NnQ/reeven-coldwing-12-performance-pwm-1067-cfm-120mm-fan-ry1225s15b-rp,Reeven,Coldwing 12 Silent Performance,Reeven Coldwing 12 Silent Performance 82.1 CFM  120mm Fan,4.0 - 29.8 dbA,RY1225S15B-RP,[10.5],300 - 1500 RPM,120mm,,10.5,reeven-coldwing-12-performance-pwm-1067-cfm-120mm-fan-ry1225s15b-rp,120.0,16.6 - 82.1 ,82.1,16.6,300 - 1500 ,300.0,1500.0,29.8,No,0.0
122.2 CFM,Fluid Dynamic Bearings (FDB),Black,Materials: PC &amp; PBT<br/>Operating Voltage: 12VDC<br/>Starting Voltage: 5VDC<br/>Current (A): 0.40A+/-10%<br/>Air Pressure (mmH2O): 2.8 mmH2O<br/>PWM Technology<br/>High Pressure/CFM Design<br/>Dual Ring Construction<br/>Reinforced Fan Blades<br/>Silent Operation and Long Life<br/>*Two Color Versions,Case Fan,,/product/YKfp99/bitfenix-case-fan-bffsprop14025kkrp,BitFenix,,BitFenix BFF-SPRO-P14025KK-RP 122.2 CFM  140mm Fan,29.2 dbA,BFF-SPRO-P14025KK-RP,"[16.99, 18.99]",500 - 1800 RPM,140mm,2.80 mm/H2O,17.99,bitfenix-case-fan-bffsprop14025kkrp,140.0,122.2 ,122.2 ,122.2,500 - 1800 ,500.0,1800.0,29.2,No,2.8
90.0 CFM,,Black,,Case Fan,,/product/MG9KHx/silenx-case-fan-ixp7618,SilenX,,SilenX IXP-76-18 90.0 CFM  120mm Fan,18.0 dbA,IXP-76-18,"[19.49, 19.88, 23.99]",1400 RPM,120mm,,21.12,silenx-case-fan-ixp7618,120.0,90.0 ,90.0 ,90.0,1400 ,1400.0,1400.0,18.0,No,0.0
69.2 CFM,,Clear,Power: 4.8W<br/>Voltage: 12V DC<br/>Current: 0.4A,Case Fan,Red,/product/MJckcf/logisys-case-fan-cf120rd,Logisys,,Logisys CF120RD 69.2 CFM  120mm Fan,39.3 dbA,CF120RD,"[4.98, 4.99, 8.99, 7.99]",1800 - 2000 RPM,120mm,,6.7375,logisys-case-fan-cf120rd,120.0,69.2 ,69.2 ,69.2,1800 - 2000 ,1800.0,2000.0,39.3,Yes,0.0
59.1 CFM,Long Life Bearing,Clear,Optimized for extreme airflow 120mm fan with minimal speeds of 1200+/- 20% RPM<br/>Low noise level of 26.8 dBA with exceptional airflow at 59.1 CFM,Case Fan,Green,/product/xy6BD3/nzxt-case-fan-rffz120g1,NZXT,FZ-120mm LED,NZXT FZ-120mm LED 59.1 CFM  120mm Fan,26.8 dbA,RF-FZ120-G1,[],1200 RPM,120mm,,0.0,nzxt-case-fan-rffz120g1,120.0,59.1 ,59.1 ,59.1,1200 ,1200.0,1200.0,26.8,Yes,0.0
20.0 CFM,,Black/White,"All new Silent Series R2 fans are equipped with high performance hydraulic bearings, increasing both fan performance and reliability.<br/>The 120mm and 140mm fans come with a low-speed adapter, which lets you choose between two different rotation speeds without a separate fan controller.<br/>Each fan 60mm and larger is packaged with both 4 metal screws and 4 rubber screws to ensure maximum fan-mounting options.<br/>Using the rubber screws allows mechanical decoupling from the case itself, reducing vibrations and decreasing the noise level (40 and 50mm feature metal mounting screws only)",Case Fan,,/product/ttMFf7/fractal-design-case-fan-fdfanssr260,Fractal Design,,Fractal Design FD-FAN-SSR2-60 20.0 CFM  60mm Fan,17.4 dbA,FD-FAN-SSR2-60,"[8.99, 8.99, 10.55]",3000 RPM,60mm,,9.51,fractal-design-case-fan-fdfanssr260,60.0,20.0 ,20.0 ,20.0,3000 ,3000.0,3000.0,17.4,No,0.0
23.8 - 80.0 CFM,,Black,Hi-pressure blade design enhances the cooling performance<br/>High air pressure fan best for your CPU cooler<br/>World leading fan that can run at 85?<br/>PWM speed control to keep your system cool and silent all the time<br/>Smart APS (Adjustable Peak Speed) control providing 3 peak rpm options<br/>Patented Twister Bearing for long lifetime and low noise<br/>Detachable blades for easy cleaning<br/>Isolator-mounts for shockproof and easy installation,Case Fan,,/product/TPtCmG/enermax-case-fan-uctp12p,Enermax,,Enermax UCTP12P 80.0 CFM  120mm Fan,14.0 - 25.0 dbA,UCTP12P,"[12.39, 12.45, 13.89, 13.99, 12.39]",500 - 1800 RPM,120mm,,13.022,enermax-case-fan-uctp12p,120.0,23.8 - 80.0 ,80.0,23.8,500 - 1800 ,500.0,1800.0,25.0,No,0.0
52.3 CFM,Hydraulic,Black/White,"Featuring hydraulic bearings; a cost-efficient compromise between a standard sleeve bearing and a true FDB<br/>bearing<br/>Equipped with a counter-balancing magnet in the hub that reduces the axial tension on the bearing, further protecting<br/>the longevity of the bearing<br/>Optimized fan geometry for a good balance between static pressure and maximum airflow, resulting in good performance<br/>in all usage scenarios<br/>Aerodynamically shaped thin stator struts (including wire strut), mimicking the design commonly found on airplane<br/>wings, delivering correct angles allowing for air to easily pass through reducing noise and unwanted turbulence.<br/>Stator struts are angled perpendicular to the blades, helping to reduce noise commonly emitted when the blades<br/>pass the struts. In effect, minimal noise that may be emitted will be constant and therefore almost inaudible to the<br/>ear.<br/>Strategically placed notches near the fan hub on the trailing edge of the blades, further reducing and diffusing<br/>humming noise produced when the blades pass the stator struts<br/>Includes a “trip wire” on the rear side of the blades, near the leading edge. The trip wire technology, also commonly<br/>found in airplane wing designs, introduces a micro-turbulent layer that helps to combat the elements that negatively<br/>affect performance. The presence of the trip wire overall provides a more efficient and quiet fan environment.<br/>The customized design of the Dynamic Series fans contributes to a beautiful, cool build<br/>Available in 120mm and 140mm fan sizes",Case Fan,,/product/DZ8H99/fractal-design-case-fan-fdfandyngp12wt,Fractal Design,GP12-WT,Fractal Design GP12-WT 52.3 CFM  120mm Fan,19.4 dbA,FD-FAN-DYN-GP12-WT,"[12.49, 11.99, 12.99, 15.59, 11.99]",1200 RPM,120mm,,13.01,fractal-design-case-fan-fdfandyngp12wt,120.0,52.3 ,52.3 ,52.3,1200 ,1200.0,1200.0,19.4,No,0.0
64.5 CFM,Hyper-spin,Orange,"HIGH-VORTEX-AIRFLOW WITH TURBINE BLADE &amp; FRAME UNIQUE DESIGN<br/>Optimum airflow, air pressure &amp; extremely silent performance<br/>DIVERSION GROOVE BLADE DESIGN<br/>Innovative blade design focus air flow &amp; optimum cooling efficiency<br/>ANTI-VIBRATION PAD DESIGN<br/>Reduce the vibrations efficiently &amp; silent operation<br/>AERO-DYNAMICAL DESIGN<br/>Air-inlet with optimal aero-dynamical design reducing noisy air turbulences<br/>TOOL-LESS FIXED PINS<br/>Rubber fixed pins also reduces vibrations (fan run more quietly) and Tool-less makes it easy to mount, with no tools required",Case Fan,,/product/zJckcf/cougar-case-fan-cfv14s,Cougar,Vortex,Cougar Vortex 64.5 CFM  140mm Fan,17.9 dbA,CF-V14S,"[8.99, 13.49, 17.99]",1000 RPM,140mm,1.18 mm/H2O,13.49,cougar-case-fan-cfv14s,140.0,64.5 ,64.5 ,64.5,1000 ,1000.0,1000.0,17.9,No,1.18
38.2 CFM,long life sleeve,Transparent,"120mm, 7 blades<br/>1200RPM ± 10%0RPM / 38.2CFM<br/>Long life sleeve<br/>Transparent frame with blue LED,2 pack",Case Fan,Blue,/product/pn3RsY/rosewill-case-fan-rocf13002,Rosewill,,Rosewill ROCF-13002 38.2 CFM  120mm Fan,22.0 dbA,ROCF-13002,[14.99],1200 RPM,120mm,,14.99,rosewill-case-fan-rocf13002,120.0,38.2 ,38.2 ,38.2,1200 ,1200.0,1200.0,22.0,Yes,0.0
42.6 CFM,Sleeve,Black,Industry leading air channeling fan<br/>Standard 120mm frame for maximum compatibility with CPU coolers<br/>Integrated air channeling grille double as fan guard to reduce overall size<br/>Low power consumption<br/>Higher airflow and less noise with 9-bladed design,Case Fan,,/product/yD9KHx/silverstone-case-fan-ap122,Silverstone,,Silverstone AP122 42.6 CFM  120mm Fan,19.7 dbA,AP122,"[10.99, 12.43]",1200 RPM,120mm,,11.71,silverstone-case-fan-ap122,120.0,42.6 ,42.6 ,42.6,1200 ,1200.0,1200.0,19.7,No,0.0
42.6 - 76.5 CFM,Sleeve,Blue/White,Unique double curved fan blade design create high air pressure with low noise<br/>PWM design allows 1000 ~ 1800rpm fan speed control by motherboard<br/>Air-inlet with optimized aerodynamic reduces noisy air turbulence<br/>Anti-vibration rubber pads included for additional noise dampening,Case Fan,,/product/jmPzK8/silverstone-case-fan-fw122,Silverstone,,Silverstone FW122 76.5 CFM  120mm Fan,18.4 - 28.1 dbA,FW122,"[8.58, 17.81]",1000 - 1800 RPM,120mm,,13.195,silverstone-case-fan-fw122,120.0,42.6 - 76.5 ,76.5,42.6,1000 - 1800 ,1000.0,1800.0,28.1,No,0.0
55.5 - 70.5 CFM,Hydro Dynamic,Black,"HIGH-VORTEX-AIRFLOW WITH TURBINE BLADE &amp; FRAME DESIGN<br/>Optimum airflow, air pressure &amp; extremely silent performance<br/>DIVERSION GROOVE BLADE DESIGN<br/>Innovative blade design focus air flow &amp; optimum cooling efficiency<br/>ANTI-VIBRATION PAD DESIGN<br/>Reduce the vibrations efficiently &amp; silent operation<br/>AERO-DYNAMICAL DESIGN<br/>Air-inlet with optimal aero-dynamical design reducing noisy air turbulences<br/>HYDRO-DYNAMIC-BEARING TECHNOLOGY<br/>HDB runs more smoothly with no friction, make it quietly &amp; durability (MTBF300,000hrs)<br/>TOOL-LESS FIXED PINS<br/>Rubber fixed pins also reduces vibrations (fan run more quietly) and Tool-less makes it easy to mount, with no tools required",Case Fan,,/product/bmw323/cougar-case-fan-cfv14hb,Cougar,Vortex,Cougar Vortex 70.5 CFM  140mm Fan,16.4 - 19.2 dbA,CF-V14HB,"[17.89, 17.99, 17.99, 18.09, 19.4, 17.96]",700 - 1200 RPM,140mm,1.38 mm/H2O,18.22,cougar-case-fan-cfv14hb,140.0,55.5 - 70.5 ,70.5,55.5,700 - 1200 ,700.0,1200.0,19.2,No,1.38
21.5 - 35.8 CFM,,Yellow/Gray,2-way switch to select fan speed.<br/>Unique fan blade and silicone grommets to reduce turbulence and noise.<br/>Tool-less mounting screws for quick and easy installation.,Case Fan,,/product/zzQypg/antec-case-fan-truequiet120,Antec,,Antec TrueQuiet 120 35.8 CFM  120mm Fan,8.9 - 19.9 dbA,TrueQuiet 120,"[9.15, 9.99, 9.99, 8.99, 14.98, 12.99]",600 - 1000 RPM,120mm,,11.015,antec-case-fan-truequiet120,120.0,21.5 - 35.8 ,35.8,21.5,600 - 1000 ,600.0,1000.0,19.9,No,0.0
70.5 CFM,Hydro Bearing,Orange,"PWM-FUNCTION<br/>PWM stands for Pulse Width Modulation. The 4-Pin connector allows the mainboard to control the fan speed from 800-1500RPM.<br/>HIGH-VORTEX-AIRFLOW WITH TURBINE BLADE &amp; FRAME PATENTED DESIGN<br/>Optimum airflow, air pressure &amp; extremely silent performance<br/>DIVERSION GROOVE BLADE DESIGN<br/>Innovative blade design focus air flow &amp; optimum cooling efficiency (Patent)<br/>ANTI-VIBRATION PAD DESIGN<br/>Reduce the vibrations efficiently &amp; silent operation<br/>AERO-DYNAMICAL DESIGN<br/>Air-inlet with optimal aero-dynamical design reducing noisy air turbulences<br/>HYDRO-DYNAMIC-BEARING TECHNOLOGY<br/>HDB runs more smoothly with no friction, make it quietly &amp; durability(MTBF300,000hrs)<br/>TOOL-LESS FIXED PINS<br/>Rubber fixed pins also reduces vibrations (fan run more quietly) and Tool-less makes it easy to mount, with no tools required",Case Fan,,/product/3CNp99/cougar-case-fan-cfv14hp,Cougar,Vortex PWM,Cougar Vortex PWM 70.5 CFM  140mm Fan,19.2 dbA,CF-V14HP,"[17.99, 18.99]",600 - 1200 RPM,140mm,,18.49,cougar-case-fan-cfv14hp,140.0,70.5 ,70.5 ,70.5,600 - 1200 ,600.0,1200.0,19.2,No,0.0
13.1 - 32.6 CFM,Sleeve,Blue/White,Slim 15mm thick design for superb compatibility with smaller case designs<br/>Optimized fan blades for balanced air pressure and airflow<br/>PWM enabled for silent or high performance applications,Case Fan,,/product/4QzZxr/silverstone-case-fan-fw121,Silverstone,,Silverstone FW121 32.6 CFM  120mm Fan,14.7 - 24.6 dbA,FW121,"[13.99, 14.99, 9.99]",800 - 2000 RPM,120mm,,12.99,silverstone-case-fan-fw121,120.0,13.1 - 32.6 ,32.6,13.1,800 - 2000 ,800.0,2000.0,24.6,No,0.0
21.2 - 35.3 CFM,,Red,2-way switch to select<br/>Blue/White/Green/Red accent LED lighting<br/>Uniquely-designed fan blades increase air flow while reducing noise<br/>Silicone grommets to reduce vibration<br/>Tool-less mounting pins for quick and easy installation<br/>Included 3-pin to molex adapter,Case Fan,Red,/product/sgV48d/antec-case-fan-truequiet120red,Antec,,Antec True Quiet 120 RED 35.3 CFM  120mm Fan,8.9 - 19.9 dbA,True Quiet 120 RED,"[11.99, 12.99, 12.55]",600 - 1000 RPM,120mm,,12.51,antec-case-fan-truequiet120red,120.0,21.2 - 35.3 ,35.3,21.2,600 - 1000 ,600.0,1000.0,19.9,Yes,0.0
74.0 CFM,2 Ball,Black,Continuous Operation<br/>Constantly Silent<br/>Quick and Easy Setup,Case Fan,,/product/KzQypg/arctic-cooling-case-fan-afaco120pcgba01,ARCTIC,Arctic F12 PWM CO,ARCTIC Arctic F12 PWM CO 74.0 CFM  120mm Fan,,AFACO-120PC-GBA01,"[8.99, 9.98, 10.61]",600 - 1350 RPM,120mm,,9.86,arctic-cooling-case-fan-afaco120pcgba01,120.0,74.0 ,74.0 ,74.0,600 - 1350 ,600.0,1350.0,0.0,No,0.0
33.2 CFM,Sleeve,Blue,,Case Fan,Blue,/product/kr4gXL/rosewill-case-fan-rfa80bl,Rosewill,,Rosewill RFA-80-BL 33.2 CFM  80mm Fan,22.4 dbA,RFA-80-BL,"[4.99, 4.99]",2500 RPM,80mm,,4.99,rosewill-case-fan-rfa80bl,80.0,33.2 ,33.2 ,33.2,2500 ,2500.0,2500.0,22.4,Yes,0.0
148.7 CFM,Fluid Dynamic Bearings (FDB),Black,High Pressure/CFM Design<br/>Dual Frame Construction<br/>Reinforced Fan Blades<br/>Focused Airflow<br/>Silent Operation and Long Life<br/>Excellent Extras,Case Fan,,/product/PmXfrH/bitfenix-case-fan-bffspro20025kkrp,BitFenix,,BitFenix BFF-SPRO-20025KK-RP 148.7 CFM  200mm Fan,27.5 dbA,BFF-SPRO-20025KK-RP,[17.99],900 RPM,200mm,,17.99,bitfenix-case-fan-bffspro20025kkrp,200.0,148.7 ,148.7 ,148.7,900 ,900.0,900.0,27.5,No,0.0
110.3 CFM,,Black,,Case Fan,,/product/FcTrxr/scythe-case-fan-sy1225db12sh,Scythe,,Scythe SY1225DB12SH 110.3 CFM  120mm Fan,37.0 dbA,SY1225DB12SH,"[14.89, 15.95, 14.82]",1900 RPM,120mm,,15.22,scythe-case-fan-sy1225db12sh,120.0,110.3 ,110.3 ,110.3,1900 ,1900.0,1900.0,37.0,No,0.0
50.4 CFM,,Black/Red,Started Voltage: 9.0 V<br/>Rated Voltage: 12 V<br/>Rated Current: 0.16 A<br/>Power Input: 1.92 W<br/>Max. Air Pressure: 1.32 mm-H2O<br/>Bearing Type: Sleeve,Case Fan,Red,/product/sZg323/thermaltake-case-fan-clf017pl12rea,Thermaltake,Luna 12 LED,Thermaltake Luna 12 LED 50.4 CFM  120mm Fan,20.7 dbA,CL-F017-PL12RE-A,"[13.99, 14.99, 15.99, 14.99]",1200 RPM,120mm,1.32 mm/H2O,14.99,thermaltake-case-fan-clf017pl12rea,120.0,50.4 ,50.4 ,50.4,1200 ,1200.0,1200.0,20.7,Yes,1.32
42.8 - 171.0 CFM,2 Ball,Black,"High efficiency system thermal solution<br/>High air pressure and less noise with giant-bladed design<br/>Long-life dual ball bearing motor<br/>Adjustable dual mode operation-""Power"" mode (500~2000RPM) and ""quiet"" mode (500~1200RPM)",Case Fan,,/product/4XDwrH/silverstone-case-fan-fhp141,Silverstone,,Silverstone FHP-141 171.0 CFM  140mm Fan,43.5 dbA,FHP-141,"[16.99, 21.97, 16.99]",1200 - 2000 RPM,140mm,,18.65,silverstone-case-fan-fhp141,140.0,42.8 - 171.0 ,171.0,42.8,1200 - 2000 ,1200.0,2000.0,43.5,No,0.0
60.0 CFM,Ball Bearing,Red,"4 red LEDs<br/>Ball bearing<br/>50,000 long life hours<br/>Maximum RPM up to 60CFM<br/>RoHS compliance for protecting the environment<br/>3 pins /4 pins connector<br/>Max. Fan Air Pressure: 2.01 mmH2O<br/>Rated Voltage: 12 V<br/>Rated Current: 0.3 A<br/>Rated Power: 3.6 W<br/>Application: Second case fan or other purpose",Case Fan,Red,/product/WnxfrH/masscool-case-fan-bld12025v1r,Masscool,,Masscool BLD-12025V1R 60.0 CFM  120mm Fan,23.5 dbA,BLD-12025V1R,"[5.89, 5.99, 7.99, 9.99, 9.99]",1500 RPM,120mm,2.01 mm/H2O,7.97,masscool-case-fan-bld12025v1r,120.0,60.0 ,60.0 ,60.0,1500 ,1500.0,1500.0,23.5,Yes,2.01
50.3 CFM,,Clear,"Apevia 120mm case fan with both 3 pin and 4 pin connectors with led<br/>Seven UV-reactive blades and black frame<br/>Comes with 120mm black fan grill<br/>Can plug into motherboard or power supply<br/>Material: UV reactive PU plastic<br/>Air Power: 12 VDC<br/>Operation Voltage Range: 9 VDC ~ 13.5 VDC<br/>Start-up Voltage: 9 VDC<br/>Rated Voltage: 12 VDC<br/>Rated Current: 0.20 A<br/>Lock Rotor Current: 0.21  A<br/>Life Expectation: 25,000 hours",Case Fan,Multi-Color,/product/kvXfrH/apevia-case-fan-cf12slb4c,Apevia,,Apevia CF12SL-B4C 50.3 CFM  120mm Fan,21.1 dbA,CF12SL-B4C,"[9.99, 10.25, 15.27]",1500 RPM,120mm,,11.8366666667,apevia-case-fan-cf12slb4c,120.0,50.3 ,50.3 ,50.3,1500 ,1500.0,1500.0,21.1,Yes,0.0
40.0 CFM,Long life bearing,Clear,"Model: CFR-012LB<br/>120 x 120 x 25 mm long life bearing red LED case fan<br/>Special high profile fan blades for maximum air flow<br/>Provide excellent ventilation for your PC cases<br/>Design for up to 100,000 hrs life expectancy<br/>High performance<br/>High reliability<br/>3 Pin/4 Pin Connector",Case Fan,Red,/product/nLJkcf/kingwin-case-fan-cfr012lb,Kingwin,,Kingwin CFR-012LB 40.0 CFM  120mm Fan,19.0 dbA,CFR-012LB,"[4.89, 4.98, 7.99]",950 RPM,120mm,,5.95333333333,kingwin-case-fan-cfr012lb,120.0,40.0 ,40.0 ,40.0,950 ,950.0,950.0,19.0,Yes,0.0
53.0 CFM,Twister,Clear,Performance cooling with a low-noise profile<br/>Twister Bearing technology for longer lifetime and low noise<br/>High brightness LED with a unique lightning effect<br/>Batwing Blades design and Carved Halo Frame for extra 20%~30% airflow<br/>Unique Modular Frame with aluminum ring for enhanced stability of structure<br/>Detachable fan blades for easy cleaning,Case Fan,Red,/product/kVkD4D/enermax-case-fan-uctb12nr,Enermax,,Enermax UCTB12N-R 53.0 CFM  120mm Fan,14.0 dbA,UCTB12N-R,"[9.99, 10.99, 10.0]",1200 RPM,120mm,,10.3266666667,enermax-case-fan-uctb12nr,120.0,53.0 ,53.0 ,53.0,1200 ,1200.0,1200.0,14.0,Yes,0.0
40.0 CFM,Long life bearing,Transparent,"120 x 120 x 25 mm long life bearing yellow led case fan<br/>Special high profile fan blades for maximum air flow<br/>Provide excellent ventilation for your PC cases<br/>Design for up to 100,000 hrs life expectancy<br/>High performance<br/>High reliability<br/>3 Pin/4 Pin Connector",Case Fan,Yellow,/product/3vPfrH/kingwin-case-fan-cfy012lb,Kingwin,,Kingwin CFY-012LB 40.0 CFM  120mm Fan,19.0 dbA,CFY-012LB,"[5.89, 2.99]",950 RPM,120mm,,4.44,kingwin-case-fan-cfy012lb,120.0,40.0 ,40.0 ,40.0,950 ,950.0,950.0,19.0,Yes,0.0
41.0 CFM,,Black,Started Voltage: 9.0 V<br/>Rated Voltage: 12 V<br/>Rated Current: 0.1 A<br/>Power Input: 1.2 W<br/>Max. Air Pressure: 0.61 mm-H2O<br/>Bearing Type: Sleeve,Case Fan,,/product/MZg323/thermaltake-case-fan-clf011pl12bla,Thermaltake,,Thermaltake CL-F011-PL12BL-A 41.0 CFM  120mm Fan,19.5 dbA,CL-F011-PL12BL-A,[8.89],,120mm,0.61 mm/H2O,8.89,thermaltake-case-fan-clf011pl12bla,120.0,41.0 ,41.0 ,41.0,0 - 0,0.0,0.0,19.5,No,0.61
107.4 CFM,SSO2,Brown/Black,,Case Fan,,/product/Y9xfrH/noctua-case-fan-nfa14industrialppc2000pwm,Noctua,,Noctua NF-A14 industrialPPC-2000 PWM 107.4 CFM  140mm Fan,31.5 dbA,NF-A14 industrialPPC-2000 PWM<br/>(or) NF-A14 iPPC-2000 PWM,"[29.88, 25.7, 38.99]",500 - 2000 RPM,140mm,4.18 mm/H2O,31.5233333333,noctua-case-fan-nfa14industrialppc2000pwm,140.0,107.4 ,107.4 ,107.4,500 - 2000 ,500.0,2000.0,31.5,No,4.18
47.7 CFM,Fluid Dynamic,White,Silent Operation<br/>Enhanced Airflow<br/>Fluid Dynamic Bearings<br/>Aggressive Looks,Case Fan,,/product/ZYvRsY/bitfenix-case-fan-bffscf14025wwrp,BitFenix,Spectre,BitFenix Spectre 47.7 CFM  140mm Fan,20.0 dbA,BFF-SCF-14025WW-RP,"[10.99, 17.12]",1000 RPM,140mm,,14.055,bitfenix-case-fan-bffscf14025wwrp,140.0,47.7 ,47.7 ,47.7,1000 ,1000.0,1000.0,20.0,No,0.0
51.3 CFM,Fluid Dynamic,Translucent/Black,PWM Technology<br/>Silent Operation<br/>Enhanced Airflow<br/>On-the-Fly Light Switching<br/>Aggressive Looks Both On and Off,Case Fan,Green,/product/Yc9KHx/bitfenix-case-fan-bffblfp12025grp,BitFenix,Spectre PWM LED,BitFenix Spectre PWM LED 51.3 CFM  120mm Fan,22.5 dbA,BFF-BLF-P12025G-RP,"[12.99, 20.93, 19.74]",1800 RPM,120mm,,17.8866666667,bitfenix-case-fan-bffblfp12025grp,120.0,51.3 ,51.3 ,51.3,1800 ,1800.0,1800.0,22.5,Yes,0.0
44.7 CFM,Hydro Bearing,Clear,For Computer Case Cooling<br/>- Clear PC fan frame &amp; impeller<br/>- Blue LED × 4 pcs,Case Fan,Blue,/product/DTvRsY/deepcool-case-fan-xfan120lb,Deepcool,,Deepcool XFAN 120L/B 44.7 CFM  120mm Fan,26.0 dbA,XFAN 120L/B,"[6.99, 7.99, 11.97, 6.99]",1300 RPM,120mm,,8.485,deepcool-case-fan-xfan120lb,120.0,44.7 ,44.7 ,44.7,1300 ,1300.0,1300.0,26.0,Yes,0.0
53.3 CFM,UFB (Updraft Floating Balance),Black,,Case Fan,,/product/CCzZxr/phanteks-case-fan-phf120mpbbkpwm,Phanteks,,Phanteks PH-F120MP_BBK_PWM 53.3 CFM  120mm Fan,25.0 dbA,PH-F120MP_BBK_PWM,"[17.67, 16.99, 13.59, 24.89]",500 - 1800 RPM,120mm,,18.285,phanteks-case-fan-phf120mpbbkpwm,120.0,53.3 ,53.3 ,53.3,500 - 1800 ,500.0,1800.0,25.0,No,0.0
25.0 - 52.4 CFM,Hydro Dynamic Bearing,Black,,Case Fan,Blue,/product/2PZQzy/gelid-solutions-case-fan-slim12plblue,Gelid Solutions,,Gelid Solutions Slim 12 PL BLUE 52.4 CFM  120mm Fan,12.3 - 25.4 dbA,Slim 12 PL BLUE,"[16.89, 16.99, 20.55, 21.97, 24.98]",900 - 1600 RPM,120mm,,20.276,gelid-solutions-case-fan-slim12plblue,120.0,25.0 - 52.4 ,52.4,25.0,900 - 1600 ,900.0,1600.0,25.4,Yes,0.0
89.5 CFM,Hydro Dynamic,Black,,Case Fan,,/product/wbBv6h/akasa-case-fan-akfn062,Akasa,,Akasa AK-FN062 89.5 CFM  140mm Fan,12.5 - 22.2 dbA,AK-FN062,[18.99],600 - 1300 RPM,140mm,2.76 mm/H2O,18.99,akasa-case-fan-akfn062,140.0,89.5 ,89.5 ,89.5,600 - 1300 ,600.0,1300.0,22.2,No,2.76
61.0 CFM,Fluid Circulative Bearing,Black,"Higher airflow, static pressure and torque.<br/>Reduce noise and power consumption.<br/>4 pcs White LEDs and transparent colorific blade and frame<br/>Low noise level.<br/>Optimized blade design to create cooling performance",Case Fan,White,/product/36JwrH/xigmatek-case-fan-xlff1255,Xigmatek,,Xigmatek XLF-F1255 61.0 CFM  120mm Fan,20.0 dbA,XLF-F1255,[15.5],800 - 1500 RPM,120mm,,15.5,xigmatek-case-fan-xlff1255,120.0,61.0 ,61.0 ,61.0,800 - 1500 ,800.0,1500.0,20.0,Yes,0.0
39.8 CFM,Sleeve,Clear,2 in 1 pack<br/>Higher transparency fan frame<br/>Ultra silent operation at 19 dBA for case Cooling<br/>Economic solution for perfect performance,Case Fan,Blue,/product/4tzv6h/cooler-master-case-fan-r4l2s122bgp,Cooler Master,,Cooler Master R4-L2S-122B-GP 39.8 CFM  120mm Fans,19.3 dbA,R4-L2S-122B-GP,"[12.99, 12.69]",1200 RPM,120mm,1.52 mm/H2O,12.84,cooler-master-case-fan-r4l2s122bgp,120.0,39.8 ,39.8 ,39.8,1200 ,1200.0,1200.0,19.3,Yes,1.52
59.8 CFM,Fluid Dynamic,Clear,"120mm, 9 blades<br/>2000RPM ± 10%0RPM / 59.8CFM<br/>FDB bearing<br/>Transparent frame with red LED",Case Fan,Red,/product/DsR48d/rosewill-case-fan-rftl131209r,Rosewill,,Rosewill RFTL-131209R 59.8 CFM  120mm Fan,36.0 dbA,RFTL-131209R,"[8.89, 8.99, 8.97]",2000 RPM,120mm,,8.95,rosewill-case-fan-rftl131209r,120.0,59.8 ,59.8 ,59.8,2000 ,2000.0,2000.0,36.0,Yes,0.0
